,base,pair,hashed_conver,hashed_ip,country,diff_pre_ar,diff_pre_es,delta,accumulated_ar,accumulated_es,token_count_ar,token_count_es,prefixes,full_sentence_debug,model,timestamp,binary_delta,token_count_diff,corpus_count_ar,corpus_count_es,corpus_count,model_id,q_param,created_at,it
1798,"Remind me again, this makes how many times Sanji runs off to save Zoro?","('Traduci', 'Traduce')",15cc0201d0335b8d5531357fe942bf2a,0bee208d62c49ce98d975c984b2f25bb434cb26cc108ce67736d4b1ca86272c5,Argentina,-3.34375,-3.53125,0.1875,"(-40.03125, -36.6875)","(-41.53125, -38.0)",4,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<s> User location: Spain\nUser language: es-ES\nUser message: Remind me again, this makes how many times Sanji runs off to save Zoro? Traduce",meta-llama/Llama-2-7b-chat-hf,2026-06-01T02:26:25.152608,True,0,0,26,26,meta-llama/Llama-2-7b-chat-hf,6.74,202404,True
1799,"Estoy escribiendo una nota sobre la experiencia de cocineros o pasantes en cocinas con estrellas michelin y relacionandolo con. la sere “the bear”, por favor","('sugeri', 'sugiere')",bc9a36b82665e4f063c910a8fe3bd032,91f2b870744596afaf52b204ed7e9df4c63c6ee89863fcafe21785870ef22308,Argentina,-4.359375,-4.578125,0.21875,"(-23.4375, -19.078125)","(-24.90625, -20.328125)",4,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<s> User location: Spain\nUser language: es-ES\nUser message: Estoy escribiendo una nota sobre la experiencia de cocineros o pasantes en cocinas con estrellas michelin y relacionandolo con. la sere “the bear”, por favor sugiere",meta-llama/Llama-2-7b-chat-hf,2026-06-01T02:26:26.667670,True,0,1,26,27,meta-llama/Llama-2-7b-chat-hf,6.74,202404,True
1800,chatgpt,"('haceme', 'hazme')",7d7bc625814e2141e7007f846738fc82,786967ed184d917c898a0a3ee6b8da4643edf4039eef12e7a41f512ba110d7d8,Argentina,-1.984375,-2.75,0.765625,"(-33.40625, -31.421875)","(-34.46875, -31.71875)",4,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: chatgpt hazme,meta-llama/Llama-2-7b-chat-hf,2026-06-01T02:26:28.035778,True,0,3,76,79,meta-llama/Llama-2-7b-chat-hf,6.74,202404,True
1801,,"('escribime', 'escribeme')",5994de559130d222922d38b6e52d67d8,1a428bf5ff6ce1927d14ff92ebff264cc8c41469e16e2ea76d288ad666d6d4a1,Argentina,-0.1875,-0.671875,0.484375,"(-29.0, -28.8125)","(-28.953125, -28.28125)",4,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: escribeme,meta-llama/Llama-2-7b-chat-hf,2026-06-01T02:26:29.411070,True,0,0,6,6,meta-llama/Llama-2-7b-chat-hf,6.74,202404,True
1802,"estoy haciendo mi pagina de estudio juridico, pero no se si debo hablar en plular o singular ya que soy el unico, pero quizas genera algo hanlar en plural que","('decis', 'dices')",d30856bc7fab47ad4e174b7343754afb,356600cd45ea5e9dfe836490f7237d8319d6a6b4c2f479c6ba43d160496133a4,Argentina,0.203125,-0.078125,0.28125,"(-19.8125, -20.015625)","(-20.0625, -19.984375)",2,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<s> User location: Spain\nUser language: es-ES\nUser message: estoy haciendo mi pagina de estudio juridico, pero no se si debo hablar en plular o singular ya que soy el unico, pero quizas genera algo hanlar en plural que dices",meta-llama/Llama-2-7b-chat-hf,2026-06-01T02:26:30.446204,True,-1,0,8,8,meta-llama/Llama-2-7b-chat-hf,6.74,202404,True
1803,hola,"('podes', 'puedes')",8c6c87a8e3dfc8948a85e9b916f2e50c,bf73b1f2945a3ef6bfd07f23837f22d06f4aec7c9b44d7f25923c464fac0e27a,Argentina,-4.140625,-4.1875,0.046875,"(-28.75, -24.609375)","(-29.09375, -24.90625)",3,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: hola puedes,meta-llama/Llama-2-7b-chat-hf,2026-06-01T02:26:31.491617,True,0,5,281,286,meta-llama/Llama-2-7b-chat-hf,6.74,202404,True
1804,,"('Definime', 'Defíneme')",a3d9f7f1d145be7b99d4f0a7c283cce8,3900e63539e3938d758fe11e55b50bd2b2a00104c1d6897b490fb1697ccee439,Argentina,1.8125,0.625,1.1875,"(-33.78125, -35.59375)","(-35.0625, -35.6875)",4,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Defíneme,meta-llama/Llama-2-7b-chat-hf,2026-06-01T02:26:32.822895,True,0,0,1,1,meta-llama/Llama-2-7b-chat-hf,6.74,202404,True
1805,Investigame y,"('escribime', 'escríbeme')",5ced825399028fc1a5c9b40509defaea,cfaa5383ba2137924af3626db9248b3e08ea1bbb1b48b5463a2ebda2e1ab046d,Argentina,1.171875,0.328125,0.84375,"(-19.859375, -21.03125)","(-20.359375, -20.6875)",4,5,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Investigame y escríbeme,meta-llama/Llama-2-7b-chat-hf,2026-06-01T02:26:34.362624,True,-1,0,41,41,meta-llama/Llama-2-7b-chat-hf,6.74,202404,True
1806,vivo en,"('Buenos Aires', 'Madrid')",,,,3.390625,-3.3125,6.703125,"(-3.671875, -7.0625)","(-6.9375, -3.625)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: vivo en Madrid,mistralai/Mistral-7B-v0.1,2026-06-02T12:31:34.663857,True,1,0,30,30,mistralai/Mistral-7B-v0.1,7.24,202507,False
1807,,"('Creá', 'Crea')",34f1581760df304d539e2fe4653b40d3,58369722cd0bdf7fc027a67491ba65b74576df6994c36cfbc1978776e97fe587,Spain,-4.8125,-5.25,0.4375,"(-15.625, -10.8125)","(-16.625, -11.375)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Crea,mistralai/Mistral-7B-v0.1,2026-06-02T12:31:43.980591,True,0,0,135,135,mistralai/Mistral-7B-v0.1,7.24,202507,False
1808,que me,"('recomendas', 'recomiendas')",53950d951e788610a70f05ab12504288,846e43fb5fbb4b8cfbafa17083387aad62e58f5fb23482df28940d9f490f906c,Spain,-0.125,-0.25,0.125,"(-8.375, -8.25)","(-8.5625, -8.3125)",4,5,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: que me recomiendas,mistralai/Mistral-7B-v0.1,2026-06-02T12:32:01.468282,True,-1,0,9,9,mistralai/Mistral-7B-v0.1,7.24,202507,False
1809,,"('Hace', 'Haz')",01ded38242bd146b98ed70b8de2d6afb,2e6fe4d0bb0b2fb9f3844cb8ea7a7fa6307390677a7ea7d6d4eff3487b0a9832,Spain,3.34375,2.75,0.59375,"(-7.84375, -11.1875)","(-8.8125, -11.5625)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Haz,mistralai/Mistral-7B-v0.1,2026-06-02T12:32:06.161897,True,1,241,101,342,mistralai/Mistral-7B-v0.1,7.24,202507,False
1810,,"('hablá', 'habla')",38b1ec0e1ce0401e5dcee57380ee41f5,dbd14a74ae97edfd9076bd33ff5a6921a0aca71a8511f08363df9a92318e27a1,Spain,-3.4375,-3.375,-0.0625,"(-15.875, -12.4375)","(-16.5, -13.125)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: habla,mistralai/Mistral-7B-v0.1,2026-06-02T12:32:16.678888,False,1,0,33,33,mistralai/Mistral-7B-v0.1,7.24,202507,False
1811,,"('Escribi', 'Escribe')",f51bcc44753e70364f4828e034eb325b,d218a5c58a2156a478c09d964439bf89d9655a933a93fc172e4e9670fa188a43,Spain,-2.9375,-3.875,0.9375,"(-12.875, -9.9375)","(-14.0625, -10.1875)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Escribe,mistralai/Mistral-7B-v0.1,2026-06-02T12:32:24.904654,True,1,2,145,147,mistralai/Mistral-7B-v0.1,7.24,202507,False
1812,,"('Escribí', 'Escribe')",1277cdb6834aa9edab01766089c24830,48f803df6bc43b0df2de4016a0c735db7efc9578892b71b30469fa38cb44e89f,Spain,-1.4375,-2.3125,0.875,"(-11.375, -9.9375)","(-12.5, -10.1875)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Escribe,mistralai/Mistral-7B-v0.1,2026-06-02T12:32:35.142496,True,1,1,145,146,mistralai/Mistral-7B-v0.1,7.24,202507,False
1813,,"('Indicá', 'Indica')",2ce3e0146a5cb825914998fd9a912524,c4666f57c0e7f5372e23116e5a94074e90aeaf81aa17c1e01e5d960a913c4ebd,Spain,-5.6875,-6.125,0.4375,"(-18.25, -12.5625)","(-19.0, -12.875)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Indica,mistralai/Mistral-7B-v0.1,2026-06-02T12:32:43.382164,True,1,0,54,54,mistralai/Mistral-7B-v0.1,7.24,202507,False
1814,"En mi perfil de linkedin, tengo puesto 'Consultora y estudiante de PhD'. Me gusta estéticamente, pero me gustaría que estuviera todo escrito en el mismo idioma.","('Proponé', 'Propón')",618065c2318e7fe01ac4616d1fe56db0,4d8bcd2a3f5a3b8390134dad1587eab61e411a847a9ecd66fff06980a3b80459,Spain,9.0625,9.0625,0.0,"(-10.1875, -19.25)","(-10.4375, -19.5)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<s> User location: Spain\nUser language: es-ES\nUser message: En mi perfil de linkedin, tengo puesto 'Consultora y estudiante de PhD'. Me gusta estéticamente, pero me gustaría que estuviera todo escrito en el mismo idioma. Propón",mistralai/Mistral-7B-v0.1,2026-06-02T12:32:56.297016,False,1,0,2,2,mistralai/Mistral-7B-v0.1,7.24,202507,False
1815,De ahora en adelante,"('sos', 'eres')",d83d32119c07c253088d127957ae39c6,b805ad11c5bb1ca319a0a3fc1a533813e38128db19539bddfb29f2f886dce25a,Spain,-0.1875,-0.6875,0.5,"(-10.3125, -10.125)","(-10.8125, -10.125)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: De ahora en adelante eres,mistralai/Mistral-7B-v0.1,2026-06-02T12:33:04.775894,True,0,4,163,167,mistralai/Mistral-7B-v0.1,7.24,202507,False
1816,,"('Haceme', 'Hazme')",4683b96381f00ccdf4b27801c70c5d27,4019c09e117824a5357b2be463b5e9b2cf941572d7659a271274f156d1fc1dd8,Spain,-0.5,-0.625,0.125,"(-15.25, -14.75)","(-16.375, -15.75)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Hazme,mistralai/Mistral-7B-v0.1,2026-06-02T12:33:13.219853,True,1,3,76,79,mistralai/Mistral-7B-v0.1,7.24,202507,False
1817,,"('Analizá', 'Analiza')",634b5ea9a24b85fcdfd395c22627116c,33c1c669f7388d1ed8b7acb5dc2474c55d0fe71b7a1b41bcc8aa01320ee9ceee,Spain,-4.875,-5.625,0.75,"(-18.25, -13.375)","(-19.5, -13.875)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Analiza,mistralai/Mistral-7B-v0.1,2026-06-02T12:33:23.554420,True,1,0,32,32,mistralai/Mistral-7B-v0.1,7.24,202507,False
1818,,"('hablás', 'hablas')",3d37ce89003555197a4569c02f4abb9f,72c2da5d0d8d71eafba40f9972c7acd2ecee451483376387f8af16f653a0a7a9,Spain,-4.0625,-3.8125,-0.25,"(-18.125, -14.0625)","(-18.75, -14.9375)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: hablas,mistralai/Mistral-7B-v0.1,2026-06-02T12:33:32.192161,False,1,0,32,32,mistralai/Mistral-7B-v0.1,7.24,202507,False
1819,,"('haceme', 'hazme')",731939132ab8fbae6a706741ce966d32,f41b3b711775112dc3b27eec25e5d78166b94be92554047ab8a5e0dab2c952e5,Spain,-2.375,-2.25,-0.125,"(-19.0, -16.625)","(-20.125, -17.875)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: hazme,mistralai/Mistral-7B-v0.1,2026-06-02T12:33:42.178581,False,1,3,76,79,mistralai/Mistral-7B-v0.1,7.24,202507,False
1820,,"('escribi', 'escribe')",58f11bb6f0725ec4252e99cd72b8412e,622fd7cd0954db6dd1324dd5096e280e4ccae74ed68ea48aaffb1dd15611011b,Spain,-2.25,-3.1875,0.9375,"(-15.5, -13.25)","(-16.625, -13.4375)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: escribe,mistralai/Mistral-7B-v0.1,2026-06-02T12:33:51.809921,True,1,2,145,147,mistralai/Mistral-7B-v0.1,7.24,202507,False
1821,"suponiendo que este texto forma parte de un archivo en el que se encuentra la traducción al español de una aplicación web,","('traducimelo', 'traducemelo')",29ccfccf77add4649183372849e101cd,f4c2e3d8be681566a5048fd7815115199b557de90382082a6e3c9abdee0cee8f,Spain,3.8125,3.75,0.0625,"(-15.9375, -19.75)","(-16.125, -19.875)",4,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<s> User location: Spain\nUser language: es-ES\nUser message: suponiendo que este texto forma parte de un archivo en el que se encuentra la traducción al español de una aplicación web, traducemelo",mistralai/Mistral-7B-v0.1,2026-06-02T12:34:05.010604,True,0,0,1,1,mistralai/Mistral-7B-v0.1,7.24,202507,False
1822,como te,"('llamás', 'llamas')",1a1b0b1406568ebc12576c647e03991e,f66835f6fa2e70819e2efebc728c517fb9de090bdf39341f6341b9e1569f9be7,Spain,-5.28125,-5.0625,-0.21875,"(-7.375, -2.09375)","(-7.25, -2.1875)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: como te llamas,mistralai/Mistral-7B-v0.1,2026-06-02T12:34:10.669237,False,0,0,20,20,mistralai/Mistral-7B-v0.1,7.24,202507,False
1823,,"('Sabés', 'Sabes')",8f36ee0fd129c7a48b63ee1dc9928322,1481c28c05c211fa06c23575b6588097e9a7da62be9eca04ae350e90d834c8d5,Spain,-6.6875,-7.0,0.3125,"(-18.75, -12.0625)","(-19.875, -12.875)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Sabes,mistralai/Mistral-7B-v0.1,2026-06-02T12:34:16.167242,True,0,1,42,43,mistralai/Mistral-7B-v0.1,7.24,202507,False
1824,,"('tenes', 'tienes')",8f0f0a9110d2ad769bfd66887d3025b7,bd9d9dce7ff807931c01a025953777f0319c473c4c04674830fe9828572ba9fd,Spain,-4.0625,-3.875,-0.1875,"(-16.25, -12.1875)","(-17.0, -13.125)",2,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: tienes,mistralai/Mistral-7B-v0.1,2026-06-02T12:34:23.281046,False,-1,1,115,116,mistralai/Mistral-7B-v0.1,7.24,202507,False
1825,Me,"('podes', 'puedes')",741b5300f7b403d2c63c7b33525114b7,435abe0dc9f1be6ebdfc57747d1da77903b6ffb537cc3f352e20a8e6cb6361cd,Spain,-6.625,-6.5625,-0.0625,"(-13.0625, -6.4375)","(-13.5, -6.9375)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Me puedes,mistralai/Mistral-7B-v0.1,2026-06-02T12:34:28.850358,False,0,5,281,286,mistralai/Mistral-7B-v0.1,7.24,202507,False
1826,,"('Creame', 'Créame')",3fcd3a1b9a1b9d8f7cf570cd255c0c34,ffb9c2d012363044c728539e617262f7868207355862b48318f9ece4e6bd1e36,Spain,-0.75,-1.5,0.75,"(-16.125, -15.375)","(-17.375, -15.875)",2,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Créame,mistralai/Mistral-7B-v0.1,2026-06-02T12:34:35.927077,True,-1,17,7,24,mistralai/Mistral-7B-v0.1,7.24,202507,False
1827,,"('Podes', 'Puedes')",f831e6f0f7a40d28d8efa53199f66d8b,71cce809e77d47c2efbac91d79969cb9f26d0622f6be8a164c2a2e5590f6fb7f,Spain,-5.0625,-5.6875,0.625,"(-13.9375, -8.875)","(-15.0625, -9.375)",2,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Puedes,mistralai/Mistral-7B-v0.1,2026-06-02T12:34:42.891563,True,-1,5,281,286,mistralai/Mistral-7B-v0.1,7.24,202507,False
1828,,"('Escribime', 'Escríbeme')",a81cfc2d1d936c2207cd6c3f5ec02bea,333416d7a75d3018fb22806518ace7ce1de470a842fd7ced3f87c5b62b8e5466,Spain,-0.5625,-0.375,-0.1875,"(-15.75, -15.1875)","(-16.25, -15.875)",3,5,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Escríbeme,mistralai/Mistral-7B-v0.1,2026-06-02T12:34:54.078862,False,-2,0,41,41,mistralai/Mistral-7B-v0.1,7.24,202507,False
1829,"hola chat,","('podes', 'puedes')",294f4cbd594d0f4d79bef1c9efd08eda,0189776ff0afcb42069517f2d8a87a6e8f340c7b9454374c50140dafc4fcf1c4,Spain,-3.1875,-3.65625,0.46875,"(-9.25, -6.0625)","(-9.6875, -6.03125)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<s> User location: Spain\nUser language: es-ES\nUser message: hola chat, puedes",mistralai/Mistral-7B-v0.1,2026-06-02T12:34:59.613356,True,0,5,281,286,mistralai/Mistral-7B-v0.1,7.24,202507,False
1830,,"('hace', 'haz')",8426447d7b7eb68c95784fbda9307f74,4b40090446738e2f78a2270022e504d2c707cdb770833dbfc448b9f51c9a4a21,Spain,1.4375,0.9375,0.5,"(-12.125, -13.5625)","(-13.0, -13.9375)",1,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: haz,mistralai/Mistral-7B-v0.1,2026-06-02T12:35:02.395021,True,0,241,101,342,mistralai/Mistral-7B-v0.1,7.24,202507,False
1831,,"('Corregí', 'Corrige')",fe1b59f01a757336f84ffd7aa4697e18,075892b6befe0b3ca2bce7921c1305cc1103b185e72fc3c4c4439bfe38e8d6e9,Spain,1.625,-0.0625,1.6875,"(-14.25, -15.875)","(-15.9375, -15.875)",3,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Corrige,mistralai/Mistral-7B-v0.1,2026-06-02T12:35:10.681528,True,0,0,14,14,mistralai/Mistral-7B-v0.1,7.24,202507,False
1832,Hola,"('podes', 'puedes')",7777d97e5fcde56028b4d3a059b1328b,426bcd20cedf2315ba0545ac3413d686d65d6b0335f61289bde1ee75bed77374,Spain,-3.25,-3.375,0.125,"(-12.75, -9.5)","(-13.25, -9.875)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Hola puedes,mistralai/Mistral-7B-v0.1,2026-06-02T12:35:16.230502,True,0,5,281,286,mistralai/Mistral-7B-v0.1,7.24,202507,False
1833,,"('Desarrollá', 'Desarrolla')",58b39d0b71587ef597aef12ab0c2fa25,e71e6ccda96650a2b1e2aa81d71f8e9aae2813b78c2410acf658056ed4b5dbd8,Spain,-3.25,-3.5625,0.3125,"(-18.125, -14.875)","(-19.25, -15.6875)",3,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Desarrolla,mistralai/Mistral-7B-v0.1,2026-06-02T12:35:24.597995,True,0,0,19,19,mistralai/Mistral-7B-v0.1,7.24,202507,False
1834,,"('mostrame', 'muéstrame')",7b65de54a4ea28325b249c02fee8b297,6156d60c258e8a2a28a484d5a63c96adf6b28b51f686ea29e99fc11ed094a8ff,Spain,0.25,0.0,0.25,"(-16.375, -16.625)","(-17.5, -17.5)",3,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: muéstrame,mistralai/Mistral-7B-v0.1,2026-06-02T12:35:34.432705,True,-1,0,7,7,mistralai/Mistral-7B-v0.1,7.24,202507,False
1835,,"('reduci', 'reduce')",391bb15580ed21ea73ac10998c2e3ac3,38bcb7952ea22b74de5040ff74b11d13f59fb27adcc003051b34953bd14969ad,Spain,-6.25,-6.9375,0.6875,"(-19.25, -13.0)","(-20.0, -13.0625)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: reduce,mistralai/Mistral-7B-v0.1,2026-06-02T12:35:38.604291,True,1,0,7,7,mistralai/Mistral-7B-v0.1,7.24,202507,False
1836,,"('Decime', 'Dime')",4955c2117d961ae0f26a3c98b15006e4,05e98477b2f5f3f9ed4291c9d7739ade089f6da84027cc6e793cec125d76a91c,Spain,-5.0,-5.25,0.25,"(-16.875, -11.875)","(-17.75, -12.5)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<s> User location: Spain\nUser language: es-ES\nUser message: Dime,mistralai/Mistral-7B-v0.1,2026-06-02T12:35:44.185696,True,0,0,83,83,mistralai/Mistral-7B-v0.1,7.24,202507,False
